_id,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,SISTEMA_COORD,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,TOTAL_ELEM,TIPO,CAPACIDAD_MAX,CANTIDAD_POR_TIPO_JUEGO
16657,AREA INFANTIL,15,UNIVERSIDAD,1.0,CENTRO,OPERATIVO,439600.898,4475235.511,ETRS89,40.42556179,-3.71202019,PLAZA,CRISTINO MARTOS,2,28015.0,"PLAZA CRISTINO MARTOS , ASCENDIENTE 1: 015",11006548.0,2004-01-01T00:00:00Z,I1004,AE21,4,INFANTIL,16,"[('INFANTIL', '16')]"
16658,AREA INFANTIL,15,UNIVERSIDAD,1.0,CENTRO,OPERATIVO,439856.44,4475417.186,ETRS89,40.42721691,-3.70902511,PLAZA,COMENDADORAS,9,28015.0,"PLAZA COMENDADORAS , ASCENDIENTE 1: 015 · U",11006381.0,2004-01-01T00:00:00Z,I1005,AE21,10,INFANTIL,20,[]
16659,AREA INFANTIL,15,UNIVERSIDAD,1.0,CENTRO,OPERATIVO,440259.0,4475407.99,ETRS89,40.42716308,-3.70427886,PLAZA,DOS DE MAYO,3,28004.0,"PLAZA DEL DOS DE MAYO 3 , ASCENDIENTE 1: 01",11006142.0,2006-11-21T00:00:00Z,I1006,AE21,8,INFANTIL,3,"[('INFANTIL', '3')]"
16660,AREA INFANTIL,15,UNIVERSIDAD,1.0,CENTRO,OPERATIVO,440254.716,4475367.323,ETRS89,40.42679642,-3.70432554,PLAZA,DOS DE MAYO,2,28004.0,"PLAZA DEL DOS DE MAYO 2 , ASCENDIENTE 1: 01",11006158.0,2006-11-20T00:00:00Z,I1007,AE21,18,INFANTIL,8,"[('INFANTIL', '8')]"
16661,AREA INFANTIL,14,JUSTICIA,1.0,CENTRO,OPERATIVO,441256.019,4475200.267,ETRS89,40.42536281,-3.69250676,PLAZA,VILLA DE PARIS,1,28004.0,"PLAZA DE LA VILLA DE PARIS , ZONA 1",11005131.0,2007-06-20T00:00:00Z,I1009,AE21,16,INFANTIL,14,"[('INFANTIL', '14')]"
16662,AREA DE MAYORES,15,UNIVERSIDAD,1.0,CENTRO,OPERATIVO,439837.18,4475417.53,ETRS89,40.42721862,-3.70925218,PLAZA,COMENDADORAS,9,28015.0,"PLAZA COMENDADORAS , ASCENDIENTE 1: 015 · U",11006381.0,2004-01-01T00:00:00Z,M0101,AE21,9,MAYORES,20,"[('MAYORES', '15'), ('INFANTIL', '5')]"
16663,AREA INFANTIL,11,PALACIO,1.0,CENTRO,OPERATIVO,438915.13,4474119.77,ETRS89,40.41546065,-3.71999665,PASEO,VIRGEN DEL PUERTO,3 B,28005.0,"PARQUE DE ATENAS , ASCENDIENTE 1: 011 · PALA",31044315.0,2004-01-01T00:00:00Z,I1010,AE21,17,INFANTIL,24,[]
16664,AREA INFANTIL,11,PALACIO,1.0,CENTRO,OPERATIVO,438975.594,4474091.596,ETRS89,40.41521128,-3.71928133,PASEO,CIUDAD DE PLASENCIA,1,28005.0,"PARQUE DE ATENAS , ASCENDIENTE 1: 011 · PALA",31044315.0,2004-01-01T00:00:00Z,I1011,AE21,17,INFANTIL,24,"[('INFANTIL', '24')]"
16665,AREA INFANTIL,11,PALACIO,1.0,CENTRO,OPERATIVO,439005.2,4474092.66,ETRS89,40.41522303,-3.71893249,PARQUE,PARQUE DE ATENAS  ASCENDIENTE 1,011,28005.0,"PARQUE DE ATENAS , ASCENDIENTE 1: 011 · PALA",31047537.0,2004-01-01T00:00:00Z,I1012,AE21,4,INFANTIL,0,[]
16666,AREA INFANTIL,14,JUSTICIA,1.0,CENTRO,OPERATIVO,440657.77,4474736.53,ETRS89,40.42114279,-3.69951548,PLAZA,PLAZA VAZQUEZ DE MELLA,6,28004.0,"PLAZA VAZQUEZ DE MELLA 6 , ASCENDIENTE 1: 0",11004540.0,2004-09-30T00:00:00Z,I1013,AE21,5,INFANTIL,0,[]
16667,AREA INFANTIL,11,PALACIO,1.0,CENTRO,OPERATIVO,439138.411,4473621.593,ETRS89,40.4109892,-3.71731742,CALLE,ALGECIRAS,4,28005.0,"CALLE DE ALGECIRAS , ASCENDIENTE 1: 011 · PAL",11001113.0,2004-01-01T00:00:00Z,I1014,AE21,8,INFANTIL,3,"[('INFANTIL', '3')]"
16668,AREA INFANTIL,11,PALACIO,1.0,CENTRO,OPERATIVO,439372.072,4473911.935,ETRS89,40.41362179,-3.71459135,CUESTA,CIEGOS,2,28005.0,"CALLE CUESTA DE LOS CIEGOS 2 , ASCENDIENTE 1:",20105119.0,2004-01-01T00:00:00Z,I1015,AE21,24,INFANTIL,5,"[('INFANTIL', '5')]"
16669,AREA INFANTIL,12,EMBAJADORES,1.0,CENTRO,OPERATIVO,439733.864,4473204.282,ETRS89,40.40727319,-3.71026037,GLORIETA,PUERTA DE TOLEDO,1,28005.0,"PLAZA PUERTA DE TOLEDO , ASCENDIENTE 1: 012",20105763.0,2004-01-01T00:00:00Z,I1016,AE21,14,INFANTIL,35,[]
16670,AREA INFANTIL,11,PALACIO,1.0,CENTRO,OPERATIVO,439485.273,4473285.451,ETRS89,40.40798637,-3.71319762,AVENIDA,GRAN VIA DE SAN FRANCISCO,9,28005.0,"CALLE GRAN VIA DE SAN FRANCISCO 9 , ASCENDIEN",20142017.0,2004-01-01T00:00:00Z,I1017,AE21,15,INFANTIL,6,"[('INFANTIL', '6')]"
16671,AREA INFANTIL,11,PALACIO,1.0,CENTRO,OPERATIVO,439371.715,4473323.183,ETRS89,40.40831801,-3.71453946,CALLE,VENTOSA,23,28005.0,"CALLE VENTOSA , ASCENDIENTE 1: 011 · PALACIO",11001131.0,2004-01-01T00:00:00Z,I1018,AE21,10,INFANTIL,5,"[('INFANTIL', '5')]"
16672,AREA INFANTIL,11,PALACIO,1.0,CENTRO,OPERATIVO,439284.769,4473474.046,ETRS89,40.40967072,-3.71557848,CALLE,ROSARIO,27,28005.0,"CALLE ROSARIO , ASCENDIENTE 1: 011 · PALACIO",11001199.0,2004-01-01T00:00:00Z,I1019,AE21,16,INFANTIL,8,"[('INFANTIL', '8')]"
16674,AREA INFANTIL,12,EMBAJADORES,1.0,CENTRO,OPERATIVO,440322.89,4473469.62,ETRS89,40.40970592,-3.70334385,CALLE,AMPARO,28,28012.0,"CALLE MESON DE PAREDES 46 , ASCENDIENTE 1: 01",11002104.0,2007-05-17T00:00:00Z,I1020,AE21,6,INFANTIL,0,[]
16675,AREA INFANTIL,15,UNIVERSIDAD,1.0,CENTRO,OPERATIVO,440291.785,4475203.161,ETRS89,40.42532024,-3.70387315,CALLE,ESPIRITU SANTO,26,28004.0,"PLAZA JUAN PUJOL , ASCENDIENTE 1: 015 · UNI",11006128.0,2011-01-22T00:00:00Z,I1021,AE21,6,INFANTIL,2,"[('INFANTIL', '2')]"
16676,AREA INFANTIL,12,EMBAJADORES,1.0,CENTRO,OPERATIVO,440288.04,4473330.87,ETRS89,40.40845349,-3.70374154,CALLE,SOMBRERETE,26,28012.0,"PLAZA AGUSTÍN LARA , ASCENDIENTE 1: 012 · E",11002132.0,2004-01-01T00:00:00Z,I1022,AE21,11,INFANTIL,9,[]
16677,AREA INFANTIL,13,CORTES,1.0,CENTRO,OPERATIVO,440552.131,4474009.92,ETRS89,40.4145896,-3.70069273,PLAZA,SANTA ANA,8,28012.0,"PLAZA SANTA ANA 8 , ASCENDIENTE 1: 013 ·",11003720.0,2007-06-28T00:00:00Z,I1023,AE21,6,INFANTIL,11,"[('INFANTIL', '11')]"
16678,AREA INFANTIL,13,CORTES,1.0,CENTRO,OPERATIVO,440562.68,4474038.459,ETRS89,40.41484745,-3.70057107,CALLE,PRINCIPE,5,28012.0,"PLAZA SANTA ANA , ASCENDIENTE 1: 013 · CORT",11003843.0,2007-06-28T00:00:00Z,I1024,AE21,6,INFANTIL,3,"[('INFANTIL', '3')]"
16679,AREA INFANTIL,12,EMBAJADORES,1.0,CENTRO,OPERATIVO,439895.828,4473094.345,ETRS89,40.40629454,-3.70834132,PLAZA,CAMPILLO DEL MUNDO NUEVO,3 B,28005.0,"CALLE RONDA DE TOLEDO , ASCENDIENTE 1: 012 ·",31035660.0,2004-01-01T00:00:00Z,I1025,AE21,9,INFANTIL,5,"[('INFANTIL', '5')]"
16680,AREA INFANTIL,13,CORTES,1.0,CENTRO,OPERATIVO,441128.91,4474218.23,ETRS89,40.41650716,-3.69391418,PASEO,PASEO PRADO,6,28012.0,"PASEO PRADO 6 , ASCENDIENTE 1: 013 · CORTES",31047833.0,2004-01-01T00:00:00Z,I1027,AE21,14,INFANTIL,0,[]
16682,AREA INFANTIL,13,CORTES,1.0,CENTRO,OPERATIVO,440997.38,4473845.72,ETRS89,40.41314209,-3.69542987,CALLE,CALLE HUERTAS,70,28012.0,"CALLE HUERTAS 70 , ASCENDIENTE 1: 013 · CORTE",11003476.0,2019-06-12T00:00:00Z,I1029,AE21,7,INFANTIL,0,[]
16683,AREA DE MAYORES,15,UNIVERSIDAD,1.0,CENTRO,OPERATIVO,440301.76,4475401.59,ETRS89,40.42710849,-3.7037742,PLAZA,DOS DE MAYO,8,28004.0,"PLAZA PLAZA DOS DE MAYO , ASCENDIENTE 1: 01",11005467.0,2004-01-01T00:00:00Z,M0103,AE21,16,MAYORES,7,"[('MAYORES', '7')]"
16684,AREA INFANTIL,12,EMBAJADORES,1.0,CENTRO,OPERATIVO,440139.376,4473092.893,ETRS89,40.406299,-3.70547112,CALLE,CASINO,5,28012.0,"CALLE EMBAJADORES 47 , ASCENDIENTE 1: 012 · E",11002228.0,2010-11-16T00:00:00Z,I1030,AE21,24,INFANTIL,0,[]
16685,AREA INFANTIL,12,EMBAJADORES,1.0,CENTRO,OPERATIVO,440275.94,4473762.81,ETRS89,40.41234375,-3.70392467,PLAZA,PLAZA TIRSO DE MOLINA  ASCENDIENTE 1,012,28005.0,"PLAZA TIRSO DE MOLINA , ASCENDIENTE 1: 012",11001682.0,2004-01-01T00:00:00Z,I1031,AE21,11,INFANTIL,0,[]
16686,AREA INFANTIL,11,PALACIO,1.0,CENTRO,OPERATIVO,439854.28,4474604.45,ETRS89,40.41989527,-3.7089737,CALLE,CALLE CUESTA DE SANTO DOMINGO,16,28005.0,"CALLE CUESTA DE SANTO DOMINGO 16 , ASCENDIENT",11000193.0,2007-07-16T00:00:00Z,I1032,AE21,5,INFANTIL,0,[]
16687,AREA INFANTIL,11,PALACIO,1.0,CENTRO,OPERATIVO,439898.4,4474604.56,ETRS89,40.41989944,-3.70845368,CALLE,CALLE CUESTA DE SANTO DOMINGO,22,28005.0,"CALLE CUESTA DE SANTO DOMINGO 22 , ASCENDIENT",20003768.0,2007-07-16T00:00:00Z,I1033,AE21,5,INFANTIL,0,[]
16690,AREA INFANTIL,15,UNIVERSIDAD,1.0,CENTRO,OPERATIVO,440296.31,4475362.82,ETRS89,40.42675884,-3.7038348,PLAZA,DOS DE MAYO,9,28004.0,"PLAZA DEL DOS DE MAYO , ASCENDIENTE 1: 015",11006172.0,2006-11-20T00:00:00Z,I1036,AE21,8,INFANTIL,1,"[('INFANTIL', '1')]"
16692,AREA INFANTIL,14,JUSTICIA,1.0,CENTRO,OPERATIVO,440935.955,4475382.786,ETRS89,40.42698437,-3.69629654,PLAZA,SANTA BARBARA,8,28004.0,"PLAZA SANTA BARBARA , ASCENDIENTE 1: 014 ·",11005154.0,2011-04-15T00:00:00Z,I1038,AE21,5,INFANTIL,7,[]
16693,AREA INFANTIL,12,EMBAJADORES,1.0,CENTRO,OPERATIVO,440401.999,4473580.184,ETRS89,40.4107076,-3.70242191,CALLE,MINISTRILES CHICA,1,28012.0,"CALLE MINISTRILES 19 , ASCENDIENTE 1: 012 · E",20004678.0,2011-01-12T00:00:00Z,I1039,AE21,10,INFANTIL,2,"[('INFANTIL', '2')]"
16695,AREA DE MAYORES,12,EMBAJADORES,1.0,CENTRO,OPERATIVO,439696.57,4473203.136,ETRS89,40.40726017,-3.71069976,GLORIETA,PUERTA DE TOLEDO,1,28005.0,"PLAZA PLAZA PUERTA DE TOLEDO , ASCENDIENTE",20105763.0,2004-01-01T00:00:00Z,M0105,AE21,2,MAYORES,35,"[('INFANTIL', '25'), ('MAYORES', '10')]"
16696,AREA DE MAYORES,12,EMBAJADORES,1.0,CENTRO,OPERATIVO,440249.13,4473137.65,ETRS89,40.40671008,-3.70418194,CALLE,EMBAJADORES,66 B,28005.0,PARQUE PARQUE /CASINO DE LA REINA/(EMB,31047998.0,2005-08-09T00:00:00Z,M0106,AE21,10,MAYORES,3,"[('MAYORES', '3')]"
16697,AREA DE MAYORES,14,JUSTICIA,1.0,CENTRO,OPERATIVO,440953.79,4475414.47,ETRS89,40.42727106,-3.69608925,PLAZA,PLAZA PLAZA SANTA BARBARA  ASCENDIENTE 1,14,28004.0,"PLAZA PLAZA SANTA BARBARA , ASCENDIENTE 1:",11005153.0,2011-04-15T00:00:00Z,M0107,AE21,2,MAYORES,1,"[('MAYORES', '1')]"
16698,AREA INFANTIL,21,IMPERIAL,2.0,ARGANZUELA,OPERATIVO,438996.4,4473688.69,ETRS89,40.41158325,-3.71899747,CALLE,JUAN DUQUE,25,28005.0,"CALLE JUAN DUQUE 25 POSTERIOR (ZONA I), ASCENDIENTE 1: 021 · IM",11008100.0,2007-03-12T00:00:00Z,I2001,AE21,9,INFANTIL,9,[]
16699,AREA INFANTIL,21,IMPERIAL,2.0,ARGANZUELA,OPERATIVO,439096.42,4472942.9,ETRS89,40.40487215,-3.71774733,CALLE,COBOS DE SEGOVIA,17,28005.0,"CALLE COBOS DE SEGOVIA 15-17 POST CON CALLE/ SAN GARCÍA, ASCENDIENTE 1: 021 ·",20108116.0,2005-11-05T00:00:00Z,I2002,AE21,12,INFANTIL,6,"[('INFANTIL', '6')]"
16700,AREA INFANTIL,21,IMPERIAL,2.0,ARGANZUELA,OPERATIVO,439293.934,4473095.922,ETRS89,40.40626507,-3.7154344,CALLE,MUNOPEDRO,12,28005.0,"CALLE MUÑOPEDRO 21 ZONA 1, ASCENDIENTE 1: 021 ·",20147651.0,2006-02-01T00:00:00Z,I2003,AE21,14,INFANTIL,5,"[('INFANTIL', '5')]"
16701,AREA INFANTIL,21,IMPERIAL,2.0,ARGANZUELA,OPERATIVO,439274.723,4473085.281,ETRS89,40.40616781,-3.71565978,CALLE,MUNOPEDRO,6,28005.0,"CALLE MUÑOPEDRO 22 ZONA 1 , ASCENDIENTE 1: 021 ·",31001522.0,2004-09-13T00:00:00Z,I2004,AE21,11,INFANTIL,2,"[('INFANTIL', '2')]"
16702,AREA INFANTIL,22,ACACIAS,2.0,ARGANZUELA,OPERATIVO,439878.051,4472973.159,ETRS89,40.40520155,-3.70853936,CALLE,CONCEJAL BENITO MARTIN LOZANO,14,28005.0,"CALLE CONCEJAL BENITO MARTIN LOZANO 14 , ASCE",11008324.0,2003-07-16T00:00:00Z,I2005,AE21,9,INFANTIL,29,"[('INFANTIL', '29')]"
16703,AREA INFANTIL,21,IMPERIAL,2.0,ARGANZUELA,OPERATIVO,438765.91,4472859.92,ETRS89,40.40410039,-3.72163411,CALLE,SAN ALEJANDRO,10,28005.0,"PARQUE SAN ALEJANDRO PADILLA JARDIN DEL MAESTRO PADILLA FRENTE 8-10, ASCENDIENTE 1: 021 ·",11008204.0,2004-09-13T00:00:00Z,I2006,AE21,10,INFANTIL,7,"[('INFANTIL', '7')]"
16707,AREA DE MAYORES,26,PALOS DE LA FRONTERA,2.0,ARGANZUELA,OPERATIVO,440968.37,4472624.27,ETRS89,40.4021366,-3.69565846,CALLE,CANARIAS,24,28045.0,"CALLE CANARIAS 24 , ASCENDIENTE 1: 026 · PALO",11010068.0,2004-01-01T00:00:00Z,M0201,AE21,9,MAYORES,9,"[('MAYORES', '9')]"
16708,AREA INFANTIL,22,ACACIAS,2.0,ARGANZUELA,OPERATIVO,440021.63,4472134.99,ETRS89,40.39766127,-3.70676843,PASEO,YESERIAS,43,28005.0,"PASEO YESERIAS 43 , ASCENDIENTE 1: 022 · ACA",11008377.0,2006-06-16T00:00:00Z,I2014,AE21,11,INFANTIL,4,"[('INFANTIL', '4')]"
16709,AREA INFANTIL,22,ACACIAS,2.0,ARGANZUELA,OPERATIVO,439935.24,4472267.19,ETRS89,40.39884597,-3.70779882,CALLE,NAVES,9,28005.0,"CALLE NAVES 9 POSTERIOR, ASCENDIENTE 1: 022 · ACACIAS",20007452.0,2004-12-02T00:00:00Z,I2015,AE21,6,INFANTIL,3,"[('INFANTIL', '3')]"
16710,AREA INFANTIL,22,ACACIAS,2.0,ARGANZUELA,OPERATIVO,439974.89,4472319.41,ETRS89,40.39931925,-3.70733655,CALLE,NAVES,15,28005.0,"CALLE NAVES 15 POSTERIOR, ASCENDIENTE 1: 022 · ACACIAS",11008372.0,2004-02-12T00:00:00Z,I2016,AE21,6,INFANTIL,3,"[('INFANTIL', '3')]"
16711,AREA INFANTIL,22,ACACIAS,2.0,ARGANZUELA,OPERATIVO,439981.56,4472362.09,ETRS89,40.39970421,-3.70726198,CALLE,ARGANDA,32,28005.0,"CALLE ARGANDA 39 POSTERIOR , ASCENDIENTE 1: 022 · ACACI",11010584.0,2004-02-12T00:00:00Z,I2017,AE21,6,INFANTIL,2,"[('INFANTIL', '2')]"
16712,AREA INFANTIL,22,ACACIAS,2.0,ARGANZUELA,OPERATIVO,439593.08,4472749.48,ETRS89,40.40316592,-3.71187628,PASEO,JUAN ANTONIO VALLEJO-NAJERA BOTAS,41,28005.0,"PASEO DEL DOCTOR VALLEJO NAJERA  Nº 41, ASCENDIEN",20002182.0,2004-09-13T00:00:00Z,I2018,AE21,7,INFANTIL,4,"[('INFANTIL', '4')]"
16713,AREA INFANTIL,26,PALOS DE LA FRONTERA,2.0,ARGANZUELA,OPERATIVO,441397.64,4472484.2,ETRS89,40.4009051,-3.69058718,CALLE,GENERAL LACY,50,28045.0,"CALLE GENERAL LACY FRENTE AL Nº 50 , ASCENDIENTE 1: 026 · PAL",11009960.0,2006-03-21T00:00:00Z,I2019,AE21,5,INFANTIL,2,"[('INFANTIL', '2')]"
16714,AREA DE MAYORES,21,IMPERIAL,2.0,ARGANZUELA,OPERATIVO,439420.73,4473179.92,ETRS89,40.407031,-3.71394819,TRAVESIA,GIL IMON,11,28005.0,"PLAZA PZA MERCADO CON TSIA GIL IMON Nº44 ,",31041969.0,2004-01-01T00:00:00Z,M0202,AE21,4,MAYORES,4,"[('MAYORES', '4')]"
16715,AREA INFANTIL,22,ACACIAS,2.0,ARGANZUELA,OPERATIVO,439936.24,4472639.29,ETRS89,40.4021981,-3.70782215,CALLE,GASOMETRO,32,28005.0,"CALLE VALLEJO NAJERA CALLE/ GASÓMETRO, ASCENDIENTE 1: 022 · A",31044316.0,2006-11-01T00:00:00Z,I2020,AE21,10,INFANTIL,7,"[('INFANTIL', '7')]"
16716,AREA INFANTIL,22,ACACIAS,2.0,ARGANZUELA,OPERATIVO,440164.42,4472479.63,ETRS89,40.40077623,-3.70511834,PASEO,ESPERANZA,21,28005.0,"PARQUE PEÑUELAS (FRENTE PASEO ESPERANZA 21) ZONA I, ASCENDIENTE 1: 022 · ACACI",11008625.0,2006-12-26T00:00:00Z,I2021,AE21,4,INFANTIL,4,[]
16717,AREA INFANTIL,22,ACACIAS,2.0,ARGANZUELA,OPERATIVO,440229.186,4472582.032,ETRS89,40.40170337,-3.70436479,PASEO,JUAN ANTONIO VALLEJO-NAJERA BOTAS,20,28005.0,"PARQUE PARROCO SANCHEZ CAMARA CALLE/ DOCTOR VALLEJO NÁJERA, ASCENDIENTE",20118591.0,2005-12-22T00:00:00Z,I2022,AE21,14,INFANTIL,11,"[('INFANTIL', '11')]"
16718,AREA INFANTIL,22,ACACIAS,2.0,ARGANZUELA,OPERATIVO,440373.14,4472485.29,ETRS89,40.40084219,-3.70265944,PLAZA,PENUELAS,7,28005.0,"PLAZA PEÑUELAS , ASCENDIENTE 1: 022 · ACACI",11008631.0,2005-01-04T00:00:00Z,I2023,AE21,7,INFANTIL,4,"[('INFANTIL', '4')]"
16719,AREA INFANTIL,22,ACACIAS,2.0,ARGANZUELA,OPERATIVO,440605.066,4472474.526,ETRS89,40.4007618,-3.69992555,GLORIETA,SANTA MARIA DE LA CABEZA,12,28045.0,"GLORIETA SANTA MARIA DE LA CABEZA , ASCENDI",31033184.0,2005-10-06T00:00:00Z,I2024,AE21,7,INFANTIL,4,"[('INFANTIL', '4')]"
16720,AREA INFANTIL,26,PALOS DE LA FRONTERA,2.0,ARGANZUELA,OPERATIVO,441089.29,4472562.48,ETRS89,40.40158853,-3.69422786,PLAZA,LUCA DE TENA,11,28045.0,"PLAZA LUCA DE TENA 11 , ASCENDIENTE 1: 026",11010082.0,2005-05-11T00:00:00Z,I2025,AE21,8,INFANTIL,5,"[('INFANTIL', '5')]"
16721,AREA INFANTIL,26,PALOS DE LA FRONTERA,2.0,ARGANZUELA,OPERATIVO,441158.86,4472556.97,ETRS89,40.40154381,-3.69340757,PLAZA,LUCA DE TENA,6,28045.0,"PLAZA LUCA DE TENA Nº 6-7, ASCENDIENTE 1: 026 · P",11009927.0,2006-02-28T00:00:00Z,I2026,AE21,4,INFANTIL,1,"[('INFANTIL', '1')]"
16722,AREA INFANTIL,26,PALOS DE LA FRONTERA,2.0,ARGANZUELA,OPERATIVO,441167.1,4472635.03,ETRS89,40.4022476,-3.69331768,PLAZA,LUCA DE TENA,3,28045.0,"PLAZA LUCA DE TENA Nº 3-4 , ASCENDIENTE 1: 026 · P",31042873.0,2005-01-26T00:00:00Z,I2027,AE21,7,INFANTIL,4,"[('INFANTIL', '4')]"
16723,AREA INFANTIL,26,PALOS DE LA FRONTERA,2.0,ARGANZUELA,OPERATIVO,441088.851,4472642.925,ETRS89,40.40231319,-3.69424048,PLAZA,LUCA DE TENA,13,28045.0,"PLAZA LUCA DE TENA 13 , ASCENDIENTE 1: 026",20149805.0,2006-12-26T00:00:00Z,I2028,AE21,6,INFANTIL,3,"[('INFANTIL', '3')]"
16724,AREA INFANTIL,23,CHOPERA,2.0,ARGANZUELA,OPERATIVO,440730.158,4472156.391,ETRS89,40.39790479,-3.69842191,CALLE,TORRES MIRANDA,2,28045.0,"CALLE TORRES MIRANDA 2 JAIME EL CONQUISTADOR AREA 1 , ASCENDIENTE 1: 023 ·",11008769.0,2005-05-10T00:00:00Z,I2029,AE21,14,INFANTIL,9,"[('INFANTIL', '9')]"
16725,AREA DE MAYORES,22,ACACIAS,2.0,ARGANZUELA,OPERATIVO,439921.58,4472667.28,ETRS89,40.40244919,-3.70799754,PASEO,JUAN ANTONIO VALLEJO-NAJERA BOTAS,25,28005.0,"PASEO DOCTOR VALLEJO NAJERA Nº25 , ASCENDIEN",20178816.0,2015-01-04T00:00:00Z,M0203,AE21,2,MAYORES,11,"[('MAYORES', '11')]"
16726,AREA INFANTIL,25,DELICIAS,2.0,ARGANZUELA,OPERATIVO,441673.03,4472198.99,ETRS89,40.39835512,-3.687316,CALLE,JUAN DE MARIANA,8,28045.0,"CALLE JUAN DE MARIANA 4-6 POSTERIOR, ASCENDIENTE 1: 025 ·",20134606.0,2004-09-13T00:00:00Z,I2030,AE21,7,INFANTIL,17,"[('INFANTIL', '17')]"
16727,AREA INFANTIL,25,DELICIAS,2.0,ARGANZUELA,OPERATIVO,441743.07,4472141.06,ETRS89,40.39783815,-3.68648541,CALLE,JUAN DE MARIANA,14,28045.0,"CALLE JUAN DE MARIANA 14 , ASCENDIENTE 1: 025",20064306.0,2004-09-13T00:00:00Z,I2031,AE21,9,INFANTIL,2,"[('INFANTIL', '2')]"
16728,AREA INFANTIL,25,DELICIAS,2.0,ARGANZUELA,OPERATIVO,441885.57,4472300.57,ETRS89,40.39928506,-3.6848209,CALLE,MENDEZ ALVARO,38,28045.0,"CALLE MENDEZ ALVARO 38 (PLAZA AMANECER EN MÉNDEZ ÁLVARO), ASCENDIENTE 1: 025 · DE",11009554.0,2017-03-17T00:00:00Z,I2032,AE21,10,INFANTIL,4,"[('INFANTIL', '4')]"
16729,AREA INFANTIL,22,ACACIAS,2.0,ARGANZUELA,OPERATIVO,439777.819,4472567.124,ETRS89,40.40153655,-3.7096821,CALLE,MELILLA,7,28005.0,"CALLE MELILLA 7, ASCENDIENTE 1: 022 · ACACIA",11008396.0,2005-05-11T00:00:00Z,I2034,AE21,10,INFANTIL,6,"[('INFANTIL', '6')]"
16730,AREA INFANTIL,27,ATOCHA,2.0,ARGANZUELA,OPERATIVO,442379.73,4472056.25,ETRS89,40.39711843,-3.678976,CALLE,CALLE TEJO CALLE ALMEZ ZONA 2 ASCENDIENTE 1,2,28045.0,"CALLE TEJO CALLE/ ALMEZ ZONA 2, ASCENDIENTE 1: 027 · ATOCHA , AS",20139361.0,2006-01-10T00:00:00Z,I2036,AE21,14,INFANTIL,17,[]
16731,AREA INFANTIL,27,ATOCHA,2.0,ARGANZUELA,OPERATIVO,442394.32,4472078.12,ETRS89,40.39731646,-3.67880606,CALLE,ALMEZ,2,28045.0,"CALLE TEJO CALLE/ ALMEZ ZONA 1, ASCENDIENTE 1: 027 · ATOCHA , AS",20139361.0,2006-10-01T00:00:00Z,I2037,AE21,12,INFANTIL,17,[]
16732,AREA INFANTIL,23,CHOPERA,2.0,ARGANZUELA,OPERATIVO,440879.74,4471755.83,ETRS89,40.39430696,-3.69662221,PLAZA,RUTILIO GACIS,3,28045.0,"PLAZA RUTILIO GACIS 3 CALLE/ GUILLERMO DE OSMA, ASCENDIENTE 1: 023",11008990.0,2006-02-28T00:00:00Z,I2038,AE21,9,INFANTIL,14,[]
16733,AREA INFANTIL,25,DELICIAS,2.0,ARGANZUELA,OPERATIVO,441219.26,4471680.16,ETRS89,40.39364932,-3.69261489,CALLE,GRANITO,20,28045.0,"CALLE HIERRO CALLE/ GRANITO (ZONA 1) , ASCENDIENTE 1: 025 · DE",31006449.0,2005-05-25T00:00:00Z,I2039,AE21,7,INFANTIL,8,[]
16735,AREA INFANTIL,24,LEGAZPI,2.0,ARGANZUELA,OPERATIVO,441781.395,4470892.036,ETRS89,40.38658895,-3.68591965,CALLE,PUERTO DE LA CRUZ VERDE,19,28045.0,"CALLE PUERTO DE LA CRUZ VERDE CALLE/ PUERTO SERRANO, ASCENDIENTE 1",20118237.0,2005-09-20T00:00:00Z,I2040,AE21,36,INFANTIL,26,"[('INFANTIL', '21'), ('DEPORTIVAS', '3'), ('MAYORES', '2')]"
16736,AREA INFANTIL,24,LEGAZPI,2.0,ARGANZUELA,OPERATIVO,441665.85,4471297.16,ETRS89,40.39023044,-3.68731799,CALLE,BRONCE,5,28045.0,"PARQUE BRONCE 22 , ASCENDIENTE 1: 024 · LEGA",31007293.0,2007-04-25T00:00:00Z,I2042,AE21,12,INFANTIL,11,[]
16737,AREA INFANTIL,24,LEGAZPI,2.0,ARGANZUELA,OPERATIVO,441730.43,4471492.47,ETRS89,40.39199442,-3.686575,CALLE,ANTRACITA,35,28045.0,"PARQUE BRONCE II , ASCENDIENTE 1: 024 · LEGA",20170739.0,2005-01-03T00:00:00Z,I2044,AE21,17,INFANTIL,7,"[('INFANTIL', '7')]"
16738,AREA INFANTIL,25,DELICIAS,2.0,ARGANZUELA,OPERATIVO,441564.744,4471897.833,ETRS89,40.39563454,-3.6885643,CALLE,PARROCO EUSEBIO CUENCA,42,28045.0,"CALLE PARROCO EUSEBIO CUENCA 42 , ASCENDIENTE",20102190.0,2005-05-11T00:00:00Z,I2045,AE21,11,INFANTIL,8,"[('INFANTIL', '8')]"
